pitcher,outcome,xrelease,zrelease,xplate,zplate,vx0,vy0,vz0,ax,ay,az,spin,velocity
DanielCastano,field_out,2.05,6.06,-0.66,3.08,-7.1333025285377945,-131.85768691053207,-3.060493981982575,3.4809273473920728,23.538186180878096,-23.71564188360682,2341.0,90.5
DanielCastano,nan,1.82,6.12,-0.85,3.12,-7.351590403779008,-131.36475717627906,-3.218597854718121,5.680575330241339,24.31304529196848,-22.660927905666338,2200.0,89.9
DanielCastano,nan,1.85,6.08,-0.28,3.2,-6.0305202962761895,-130.73890594707728,-2.766464203779698,5.568746097306977,23.553299369366325,-23.30721954984789,2187.0,89.5
DanielCastano,nan,1.83,6.19,-1.27,3.73,-7.593377967227843,-130.33283703242566,-1.8087459675047857,1.5603210586679448,24.568725014501496,-22.845597199152433,2377.0,88.9
DanielCastano,nan,1.99,6.12,0.9,2.87,-3.5167254974820983,-132.36300169693874,-3.8654400212249285,5.1089531761104805,24.373275677207516,-22.803705877242674,2464.0,90.7
DanielCastano,field_out,1.96,6.04,0.75,2.77,-3.7857295173352847,-127.12841060432177,-3.5077836584705167,5.392874891658509,22.04972343980505,-22.640357913093858,2230.0,87.5
DanielCastano,nan,2.0,6.07,-0.21,4.11,-5.375039549733249,-126.53572656940624,-0.31893513517543026,1.6680685971963742,22.971436473776684,-23.094789023906888,2304.0,86.6
DanielCastano,nan,1.89,6.1,-0.6,2.24,-6.323578806020633,-129.03615151589875,-6.0507568823791065,2.464313502480433,23.79481459443607,-17.178565288711628,2327.0,88.9
DanielCastano,nan,2.0,6.12,0.06,4.03,-4.804471630785204,-128.75877839943115,-1.362226929040211,1.4900813526195371,25.739661429067827,-19.695448171021958,2421.0,88.4
DanielCastano,nan,1.61,6.18,-0.85,1.17,-6.818184901086916,-128.4812273039795,-8.223572715657905,5.97143403752409,23.52074551525298,-19.75614617047791,2219.0,88.3
DanielCastano,field_out,2.0,6.17,0.87,2.83,-3.173048863322588,-127.78537830115644,-4.416629543591368,2.9999798900323755,22.261502623829045,-18.86463056917608,2156.0,88.0
DanielCastano,nan,2.01,6.08,1.38,3.01,-2.344416688462063,-128.61049473788552,-3.7062726069630467,4.787273676463752,22.65307597754371,-19.681828479543515,2185.0,88.6
DanielCastano,nan,1.79,6.16,-0.1,4.21,-5.4560218608955395,-133.99893134816497,-1.6820278825345865,4.884240810598095,26.30274707004373,-17.845164141569914,2233.0,92.0
DanielCastano,nan,1.86,6.12,-0.19,3.03,-5.0444274562490525,-131.9739112016988,-3.4441567482321966,0.6402003415661394,23.599716141261638,-23.06135694033141,2294.0,90.9
DanielCastano,nan,1.6,6.2,-2.23,2.97,-9.9509079126045,-131.839855830919,-4.268431788338913,4.434623334258425,27.310971814081874,-19.97662800810672,2296.0,90.5
DanielCastano,nan,1.68,6.17,-0.92,2.42,-7.25003237450482,-132.60661260049406,-5.9831213476880665,5.4350185778697195,24.83791316234624,-17.844147190119852,2209.0,91.2
DanielCastano,single,1.99,6.05,-0.53,1.57,-6.533151324365384,-130.62743869439836,-6.750646055604395,2.795916603732416,24.023681637830595,-22.44030208361061,2317.0,90.2
DanielCastano,nan,1.62,6.17,-1.3,3.0,-8.174100371482279,-132.53952404266204,-3.9881232693068487,6.629091219114403,27.274962161285853,-21.02466601651552,2405.0,90.9
DanielCastano,nan,1.69,6.09,-0.62,1.66,-6.903464321821349,-133.07512173378262,-7.662549875236155,7.412627548040018,25.09776861033573,-18.06566651765814,1169.0,91.9
DanielCastano,single,1.84,6.16,0.11,2.7,-4.544956696252539,-132.79562766627396,-5.0453106908220775,2.1451115643932366,23.738128926915685,-19.38024795180075,2339.0,91.3
DanielCastano,field_out,1.69,6.22,0.19,2.52,-4.514693332136912,-128.96693383477336,-5.4913482600722885,5.581462746089071,22.686547577351607,-18.118274496834122,2240.0,88.7
DanielCastano,nan,1.74,6.23,-0.43,2.36,-6.0572664469380415,-131.22920553834905,-6.133419387682309,4.999458399383651,23.88876008230368,-18.00502845754843,2166.0,90.3
DanielCastano,nan,1.95,6.15,0.52,3.33,-3.8682774025385287,-126.4815235943968,-2.9437071954079266,3.076811045430174,22.374312381020122,-19.693695257203647,2182.0,87.2
DanielCastano,nan,1.79,6.2,0.42,3.92,-3.3552515229682505,-132.48421751760534,-1.4898288971694609,0.3795287777898783,25.850325362763854,-23.057234903181108,2297.0,90.9
DanielCastano,walk,2.03,6.17,1.09,4.3,-3.417956689376376,-132.5828733916783,-1.1167787274652876,6.557261137049282,26.459828994473863,-19.467052017944514,2180.0,91.1
DanielCastano,nan,1.86,6.05,0.51,1.56,-4.413474165548005,-127.68978397276899,-6.584180251839436,6.934380457166017,23.542631011934986,-21.58273623160801,2148.0,88.0
DanielCastano,nan,1.79,6.16,1.72,3.47,-1.4463119070537749,-127.43841883490916,-2.0895822680384497,7.027780406818185,22.887122654376306,-23.222698443944573,2114.0,87.7
DanielCastano,nan,1.97,6.09,1.13,1.98,-2.9288857514149087,-128.60452104898192,-5.783236114467707,5.29657513545505,25.00166086585361,-21.558333308330184,2071.0,88.5
DanielCastano,nan,1.97,6.15,1.44,3.07,-2.2015427929576,-129.91144525547006,-3.5208111349330165,5.261032970828173,27.365710600586468,-20.97358810502164,2114.0,89.0
DanielCastano,walk,1.82,6.08,-0.19,0.96,-5.8783979452740045,-126.66337219475504,-7.805854926315156,6.704474130560255,25.61488667777694,-21.941317464849124,2080.0,87.0
DanielCastano,nan,1.94,6.06,0.21,1.97,-5.1149993876240245,-126.34871248285583,-5.62141605915062,6.241808365801238,25.965643451661574,-20.692677277763508,2046.0,86.8
DanielCastano,nan,1.84,6.14,1.09,2.91,-3.1221101731746805,-126.45214309893358,-3.163339026380368,7.635427435011432,25.25254672291323,-23.32966101578523,2074.0,86.7
DanielCastano,nan,1.97,6.09,1.65,2.12,-2.2170288668226448,-128.78003837815868,-4.966844108196027,8.253803416395966,26.0831309635338,-24.063933284903808,2054.0,88.2
DanielCastano,nan,1.93,5.97,1.05,1.32,-2.506192921239464,-128.55324758278712,-6.867014718039028,2.4622262307405482,25.62115546020154,-22.377053291916432,1939.0,88.4
DanielCastano,field_out,1.99,6.03,0.4,1.58,-4.7371213557332315,-129.43115598461392,-6.813741352048213,5.3927153716360525,26.0808118693751,-20.791467951250954,2089.0,89.2
DanielCastano,nan,1.74,6.02,-1.28,0.79,-7.936347488778664,-132.96280351016102,-9.586095805068902,3.2534396565962136,27.580788674675997,-18.004532486429888,2361.0,91.9
DanielCastano,nan,1.95,6.04,0.51,2.1,-4.407482646930802,-128.2932643509638,-5.665308299211852,5.751720073785127,26.71545773608436,-19.565123981739088,2068.0,88.1
DanielCastano,nan,2.01,6.04,0.97,2.68,-3.3501375273334646,-128.8231841059511,-3.6447896584165713,5.004482336456241,25.91862084004113,-23.5768310138418,1945.0,88.7
DanielCastano,field_out,1.95,6.03,0.44,1.95,-4.158022037705579,-126.86593019555744,-5.177351511386509,3.6383914444557512,25.060415364588195,-23.34692055968667,2075.0,87.3
DanielCastano,double,1.93,6.04,0.6,2.93,-3.788525709768681,-127.38539041714728,-2.8019035298694344,3.809026229506869,24.167370765899214,-24.45663978382462,2028.0,87.5
DanielCastano,nan,1.93,6.07,0.48,1.14,-4.3442911017893335,-129.24526466327222,-7.8766228914948835,5.11276437955816,26.414813772355128,-20.844024328809148,2032.0,88.8
DanielCastano,double_play,1.84,6.15,-0.62,3.11,-6.6486531070569646,-130.3619021905395,-3.519951240989593,4.5123390938974275,26.668852509421573,-20.78234891357497,2138.0,89.4
DanielCastano,nan,1.98,6.04,-0.18,1.37,-5.676771363235392,-125.40852331530859,-7.020316386019258,3.8176139508615594,26.203492934002266,-19.777690287137503,2030.0,86.5
DanielCastano,field_out,1.64,6.11,-0.2,2.31,-4.685388709122557,-131.26000115119396,-4.983132601201557,1.6341811310695002,25.30156253510399,-23.424777489117464,2196.0,90.3
DanielCastano,nan,1.91,6.06,1.74,0.73,-1.9218518766708053,-130.61499677558558,-8.754261635371604,8.621152431745571,25.39597233066593,-22.310125327922968,2011.0,89.9
DanielCastano,nan,1.75,6.05,-0.72,3.58,-6.673123350651529,-130.81037696829756,-2.043339564335331,4.437110747097952,26.00525025642548,-21.76385726755634,2173.0,89.9
DanielCastano,nan,1.79,5.96,0.34,1.33,-4.406985153807413,-126.81203633020971,-6.927724119382062,5.677432798281758,24.95529422116672,-20.763504794351466,1860.0,87.5
DanielCastano,field_out,1.73,6.07,0.26,1.49,-4.810221687921241,-129.6854413724115,-7.205610759991774,7.4137319257461245,26.484777433971843,-20.421928545434927,2080.0,89.3
DanielCastano,nan,1.8,6.1,1.28,4.28,-2.0139489294529933,-128.36988094982058,-0.17657158238746895,4.521177221573007,24.49359969044641,-22.7921896774832,2038.0,88.3
DanielCastano,nan,1.85,6.02,-0.5,2.15,-6.083538836165228,-132.18247976749356,-5.480456370849322,2.4021819309172248,26.99891593983964,-22.061544231000887,2174.0,90.9
DanielCastano,nan,1.82,6.03,0.65,2.69,-3.5900319503918503,-125.57671950964969,-3.648810718363833,4.955294952797488,23.904050067325425,-21.650025908148688,1971.0,86.3
DanielCastano,nan,1.67,6.05,-1.2,1.56,-7.615152434811004,-131.16709867066064,-6.9675132735485565,4.231212175316484,26.345011718100675,-21.334097110573694,2226.0,90.3
DanielCastano,field_out,1.5,6.16,0.51,2.77,-3.1563433578740763,-128.52690711073313,-4.381470016269772,4.6907875335656914,27.8229269705938,-19.544680398027975,1980.0,88.0
DanielCastano,nan,1.5,6.12,-0.5,1.46,-4.856058337506696,-131.32919934545126,-7.8607860293319725,0.41805851872621935,26.5209160840344,-18.780593787197585,2125.0,90.3
DanielCastano,nan,1.83,6.17,-0.03,2.89,-4.863792332810628,-127.4209672785138,-3.4423603035106844,3.031459388971072,27.120555298297425,-22.69831950337585,2067.0,87.1
DanielCastano,nan,1.77,6.1,0.63,2.33,-4.116748865459146,-129.36789780805444,-5.013150312327452,8.010178903575179,27.416045129968964,-21.479035750816113,1953.0,88.6
DanielCastano,nan,1.85,6.03,2.32,1.93,-0.010167406453971543,-128.84704825389076,-5.679601802919841,6.235326123646,24.524917983504444,-22.181301914322553,2120.0,88.7
DanielCastano,nan,1.84,6.02,-0.71,1.46,-6.485155450962932,-130.7246451915898,-6.8913234198357465,2.420051220712396,29.11883467073522,-22.099398805874934,2136.0,89.5
DanielCastano,nan,1.81,6.04,1.0,1.87,-2.5934719400505784,-128.82007723224785,-6.261352319672933,3.816290897446597,27.170296262789034,-19.49787915126665,1966.0,88.6
DanielCastano,nan,1.57,6.18,-2.4,1.17,-9.829242901126703,-130.8396600617799,-8.574164212809603,2.17709949493476,28.54354202900456,-18.764709979250078,2228.0,89.7
DanielCastano,nan,1.93,6.01,0.56,1.6,-3.9131959324725814,-127.40240825881618,-6.964327940981063,4.1390438921965,27.887109576407145,-17.762758001580107,2122.0,87.3
DanielCastano,walk,1.73,6.07,0.93,1.13,-3.128318041676421,-128.45273541332406,-8.352299575896469,6.968405453737729,27.87448134894221,-17.572734472677308,2107.0,88.0
DanielCastano,nan,1.88,6.01,1.62,2.87,-1.9163667307231715,-127.61233639306036,-3.2826072045181798,7.253183404200442,26.227239196227693,-22.016144520821623,2055.0,87.3
DanielCastano,double,1.94,6.1,0.55,2.2,-4.304862822218689,-128.41075925914248,-5.6813543987528075,5.871247152408412,27.157931946716538,-18.878832755590288,2088.0,87.9
DanielCastano,nan,1.74,6.06,-0.13,0.9,-5.126273214368439,-132.61239267145686,-8.334007137143734,3.4905482903634613,28.500899043678302,-23.51292627740518,2230.0,91.1
DanielCastano,field_out,1.86,6.09,0.45,2.69,-3.725774269838409,-124.97256388914735,-4.0056999553589145,2.8932575086178307,24.315111816927303,-20.085613346028683,1982.0,85.6
DanielCastano,nan,1.91,6.01,1.44,2.14,-2.5411042823050334,-127.319287910432,-4.738301646789915,7.8152933943330085,24.604071747525676,-23.47898071018489,1945.0,87.9
DanielCastano,nan,1.73,6.05,0.16,2.04,-4.857475371907777,-125.93300716173478,-5.239704871167702,6.9111185593428495,24.500722206223248,-21.516604634012236,2044.0,86.4
DanielCastano,single,1.81,6.26,0.4,2.7,-4.894534426613202,-131.99354393045118,-5.4674447454587005,8.517719665598834,27.268621289979144,-17.60226073164759,2248.0,90.6
DanielCastano,nan,1.81,6.22,0.94,2.47,-2.5545022688331307,-130.79255265509215,-5.215769124965128,2.7642309202187008,24.563027033840555,-21.209357420852974,2296.0,90.0
DanielCastano,field_error,1.96,6.09,0.21,1.66,-5.5149599649167005,-126.34036419535146,-6.323748626608287,8.063682553076768,24.287859328478085,-21.20626282269848,2075.0,86.9
DanielCastano,nan,2.07,6.11,0.21,3.31,-4.632219986542454,-128.12906174131658,-2.5240253969578577,1.5265895771824454,25.9348983154774,-22.207534115492958,2210.0,88.1
DanielCastano,nan,2.03,6.12,-0.54,2.55,-6.2355639707864094,-125.41703839585377,-4.360962469193405,1.8870467597431653,23.18775759498697,-20.81785176634455,2234.0,86.4
DanielCastano,nan,1.95,6.21,0.21,4.36,-4.807111327958616,-127.92747976565741,-0.3666429411047583,4.2172800702068445,24.640799921953025,-21.843686362104663,2141.0,87.9
DanielCastano,strikeout,1.92,6.22,0.51,3.94,-3.684391863288445,-130.53705961309154,-1.3896457246364728,1.8755195437017216,25.01609985733097,-22.92837440205359,2395.0,89.8
DanielCastano,nan,1.8,6.26,0.92,4.84,-2.425472257244362,-132.4887826632477,0.6427867509530092,1.821424370895137,27.98816300373713,-23.37206318141638,2368.0,90.6
DanielCastano,nan,1.87,6.18,0.01,2.4,-5.2661643933960605,-129.6751353563115,-5.639651180955293,4.89094024538903,24.63850796966411,-18.57265657284559,2317.0,89.1
DanielCastano,field_out,1.9,6.08,0.14,2.88,-4.975467775729045,-125.16761791705153,-3.2989220596763364,5.1960405391713245,23.47102766908801,-21.804727543967424,2096.0,86.2
DanielCastano,nan,1.83,6.08,-0.5,3.55,-6.3219313019558845,-130.72903788935773,-2.1801518069745245,4.416238423092474,25.49642931190022,-21.72580891332729,2393.0,89.9
DanielCastano,home_run,1.7,6.11,-0.12,2.91,-5.385759578839346,-129.53267027703538,-3.723056293836663,6.102169226714307,26.196958362732328,-21.5041446035412,2453.0,89.1
DanielCastano,single,1.9,6.0,0.48,2.58,-4.5639752251415295,-127.30011601162592,-4.076865574611072,6.915416102477348,24.23207503278616,-21.28848475721389,2133.0,87.7
DanielCastano,field_out,1.84,6.09,0.34,3.02,-3.781713010693064,-130.6427321924529,-3.8028832383828375,1.2560118654763617,26.28020704170603,-19.739055496424363,2345.0,89.7
DanielCastano,nan,1.73,6.19,0.38,3.76,-3.5073323216191343,-133.01092380973958,-2.293256714257277,1.2852305162302209,24.929290771020693,-20.8780598868986,2241.0,91.8
DanielCastano,strikeout,1.8,6.24,-0.29,3.97,-6.473512409055092,-131.8282881307035,-1.3694757294090991,8.516754709635034,26.94846309234571,-23.281004740775018,2398.0,90.2
DanielCastano,nan,1.91,6.06,-0.63,1.79,-6.670616123601057,-130.40120908138323,-6.2971029287945415,3.5273758598156646,25.74871850451893,-21.81847254801361,2410.0,89.7
DanielCastano,nan,1.88,6.11,-1.67,1.86,-9.11625851910089,-131.8710427187972,-6.878145347342046,3.2303327301107605,27.415845529503866,-19.206676051316805,2545.0,90.8
DanielCastano,nan,1.87,6.15,0.07,2.47,-5.391441557630709,-130.03618129549304,-4.2645915524138776,6.241547946300907,25.26033765940484,-25.16148291388,2415.0,89.4
DanielCastano,nan,1.81,6.06,-1.0,2.54,-7.234922337659213,-129.36119422891522,-4.452065123453874,3.3715372359003624,26.560299000589357,-21.409020615589803,2404.0,89.0
DanielCastano,double,2.04,6.06,0.5,2.84,-4.475678946764682,-129.05008655037096,-3.1301236160868866,4.677732231412668,26.271518958150505,-24.65279800914411,2300.0,88.6
DanielCastano,nan,1.81,6.09,-0.38,1.76,-5.8076643154083785,-128.90425601787805,-6.773637508585143,3.5835641250413546,25.138715449074148,-19.18414304379424,2276.0,89.0
DanielCastano,nan,1.95,6.01,-1.07,1.37,-7.743618521709355,-128.92746799458857,-6.91347612232965,3.2905427181941085,23.7721661769666,-22.527728960861396,2355.0,89.1
DanielCastano,field_out,1.87,6.04,-0.76,2.22,-7.0659101993862485,-132.11420482996442,-6.220259223766678,3.944946560767416,25.831927054727675,-17.192182553802038,2204.0,91.2
DanielCastano,nan,1.66,6.18,-0.25,3.92,-5.4410558237722695,-132.62950514017982,-2.0709194247453158,4.877034197284488,27.946516012799826,-19.389148165366944,2369.0,91.0
DanielCastano,nan,1.73,6.15,0.62,3.45,-3.0807538548455384,-129.74797661547623,-2.896297264159049,2.512011308570016,25.841439557626924,-19.656077858486928,2136.0,89.1
DanielCastano,nan,1.69,6.13,-0.06,2.2,-4.89567209860869,-130.2023899677339,-5.524263710937643,4.096033907623825,25.884438749041692,-21.49469407752939,2183.0,89.6
DanielCastano,nan,1.91,5.98,-0.51,2.77,-6.966159461843323,-130.08228148214366,-3.702867016944989,6.626121148257687,24.0104648875732,-22.265228355284492,2109.0,90.0
DanielCastano,nan,1.78,6.07,0.03,3.02,-4.547110556713963,-131.30726438831377,-3.2097395327556986,1.8638253960601991,25.018383550506893,-23.40739489266181,2194.0,90.5
DanielCastano,nan,1.73,6.16,-0.28,3.6,-6.2170710850857125,-133.21688479213142,-1.9736990605953435,7.60935753991283,26.068606906299113,-24.503786846153968,2304.0,91.8
DanielCastano,nan,1.85,6.16,-0.24,2.99,-5.2281043183055065,-130.1332306390667,-4.569527074269363,1.5395178176695663,27.103584175154023,-16.587070874361206,2252.0,89.4
DanielCastano,strikeout,1.74,6.11,-0.9,2.27,-6.8541270706997075,-132.78127116607106,-5.688711254397331,2.5470494685138885,26.690492221578413,-20.884164182622253,2363.0,91.5
DanielCastano,nan,1.42,6.26,-1.63,3.13,-7.969266337197302,-133.27457474340852,-3.550410795364997,3.132054698870169,25.66274392903118,-23.475093135516534,2460.0,91.7
DanielCastano,nan,1.62,6.09,-0.17,2.67,-5.362031149764089,-130.46341439633218,-4.653195570422798,6.1937472397768785,25.591922545397672,-19.839687474745425,2232.0,89.9
DanielCastano,nan,1.79,6.13,-0.13,2.51,-4.991270447700035,-131.58850062557175,-4.858702008995309,2.1563599928581976,26.60980970582839,-21.794285907518862,2399.0,90.7
DanielCastano,nan,1.64,6.23,-0.73,4.45,-5.6985464418791,-129.5682061833721,-0.04478339510293727,0.6266257175447273,25.60269029481241,-23.2729718443165,2202.0,89.0
DanielCastano,nan,1.77,6.09,-0.65,2.31,-6.243989522476008,-129.28552256789965,-5.001656703356873,3.058869762009727,27.380211346646327,-21.63994342122016,2280.0,88.6
DanielCastano,field_out,1.74,6.11,-1.2,2.53,-7.18171672383372,-129.9132653766788,-4.857781637528774,1.1700029827798988,25.46970684577733,-20.49816494612377,2191.0,89.4
DanielCastano,nan,1.86,6.1,0.95,2.88,-3.6020615312825686,-127.07802293922936,-3.283492221899112,8.175637939247318,26.02860388328636,-22.87865367302617,2101.0,87.3
DanielNorris,double,2.22,5.91,0.36,1.99,-5.773646531545488,-132.97671194732695,-6.96545079621881,7.602641591889138,26.100673225268,-14.18585687189836,2532.0,90.5
DanielNorris,nan,2.33,5.86,1.46,3.17,-3.9056144047181456,-134.14861521606198,-3.7968035037239054,10.579534989576675,26.21855095142569,-15.944850283896255,2474.0,91.2
DanielNorris,nan,2.28,5.9,1.87,2.05,-2.8912005990242844,-134.42874853554994,-7.1562983959981485,11.227804798772326,29.4993184270858,-12.622678598629642,2499.0,91.0
DanielNorris,field_out,2.4,5.92,-0.27,2.5,-8.811021218556462,-130.30000935548102,-5.535293942486051,14.517270258466274,29.55283036062201,-13.984424336173296,2426.0,88.0
DanielNorris,nan,2.2,5.96,0.27,3.51,-6.101345435776628,-133.32706454340286,-3.3464690734031755,8.634839919236564,29.12662218352952,-14.78473544872818,2441.0,90.2
DanielNorris,walk,2.06,6.04,1.66,2.91,-2.2998587523608123,-131.82741822557074,-5.191414606211456,7.848419022282237,31.57052047648735,-12.505196191038964,2349.0,88.8
DanielNorris,nan,2.16,6.09,1.2,3.08,-3.2210141474208864,-130.395497585926,-4.43934868653918,5.5984779703144945,24.52305523943076,-15.099537765909831,2356.0,88.6
DanielNorris,nan,2.19,6.14,0.71,3.29,-4.619006755726291,-132.25547587227155,-4.291288350914853,6.333629815051558,25.686530816995926,-14.500072251056144,2390.0,89.9
DanielNorris,nan,1.99,6.13,-0.72,2.11,-7.767770701069678,-130.8679410046622,-6.979793250695872,7.975370510915008,28.122358381980014,-14.145286864023294,2378.0,88.7
DanielNorris,nan,1.92,6.06,-0.08,3.33,-6.1588675308322145,-136.06730206822934,-4.472327601526604,7.591841184871898,25.730001170449015,-13.408160303811659,2500.0,92.5
DanielNorris,nan,1.88,6.01,0.28,2.62,-5.42365564336993,-135.0665971112769,-5.710106309363152,9.044083629777347,25.08868802324657,-15.388500154002786,2477.0,92.2
DanielNorris,nan,1.88,6.06,0.07,1.46,-5.594283366157078,-136.1068578536711,-9.29393950389259,6.9097441107556365,27.202769312341236,-12.158167761399364,2556.0,92.8
DanielNorris,nan,1.94,6.14,0.92,2.67,-3.902947972421744,-136.33864462985366,-5.965649072794907,8.38681527863049,25.327713758846738,-15.394276694755304,2451.0,92.6
DanielNorris,nan,1.92,6.08,0.06,2.48,-5.553620199052111,-133.56625212247508,-5.952078290546584,6.368669841046523,24.45993140360187,-16.099805428711697,2406.0,90.9
DanielNorris,nan,2.0,5.84,0.83,1.74,-4.6653880899604445,-136.08571497538802,-7.7656405051391,10.730377602666422,31.623937932199702,-13.277148281677794,2514.0,92.1
DanielNorris,nan,2.08,5.85,1.08,3.08,-3.978219924677453,-136.84320854476718,-4.371477530150601,9.189727749460888,30.092989796874946,-14.736071987811869,2441.0,92.7
DanielNorris,nan,2.25,5.89,1.19,3.05,-4.216668612152424,-136.8995194449883,-4.80085709687524,9.759175420408011,29.79926052209077,-13.104616149592323,2495.0,92.7
DanielNorris,nan,2.11,5.76,0.28,2.2,-6.658218564938995,-136.94245504233965,-6.493172648100594,12.909229376128286,30.202685173216768,-13.694696146515374,2582.0,93.0
DanielNorris,nan,2.07,5.87,-0.04,1.07,-7.158507684902414,-136.43786720430606,-9.501612187559925,11.801621976864949,29.01457527595347,-13.62192597887132,2450.0,92.6
DanielNorris,nan,2.04,6.07,-0.35,3.1,-6.718615052286128,-135.5357915915495,-4.910959207877644,5.351381009986636,30.77770987754652,-13.795256286889328,2582.0,91.8
DanielNorris,nan,2.28,5.94,1.43,3.8,-4.049252259289341,-136.2377443295575,-3.1271191788587487,11.871381045316927,32.58143316339756,-12.42237852109313,2579.0,91.8
DanielNorris,field_out,2.12,6.04,-0.14,2.18,-7.150897567180297,-135.14546114708125,-6.994299328932509,9.775548563166552,32.244982836397966,-13.795480334786001,2465.0,91.4
DanielNorris,strikeout,2.2,5.97,-0.11,2.55,-7.299443695442885,-136.8607954818737,-6.213108684284469,9.768634326020658,31.401819169894967,-13.130458328465052,2584.0,92.6
DanielNorris,nan,2.12,6.08,-0.14,2.28,-6.747329282335845,-136.5583729088389,-6.786604616484393,7.1729426490486325,30.077457412647373,-15.11533539308708,2466.0,92.6
DanielNorris,nan,2.18,6.06,-0.05,3.32,-7.013279660629128,-136.0003821674838,-4.297476260560128,9.341302933113065,30.791780911409827,-14.280739953646755,2484.0,92.0
DanielNorris,field_out,2.27,6.09,-0.17,2.98,-7.747564792462644,-133.3266565908487,-4.829755554090768,11.007685788965436,27.891912082992626,-15.301550992596418,2362.0,90.5
DanielNorris,nan,2.12,6.06,-0.1,2.94,-7.716379940757466,-135.8507752083498,-5.053784287120302,13.573965567985125,27.636091253558998,-15.435226199581606,2497.0,92.4
DanielNorris,nan,2.17,6.1,0.42,3.02,-5.6450610608551965,-136.46634502622388,-5.002758805790336,8.071646936674574,28.320901642602767,-15.335854434688294,2457.0,92.7
DanielNorris,walk,2.05,6.19,1.06,1.16,-4.253911159816043,-136.05198569528952,-10.466218072476758,10.811581759326325,29.997274675527702,-11.07890715767247,2522.0,92.3
DanielNorris,nan,2.01,6.17,-0.02,2.22,-6.243800422995451,-133.13349929392766,-7.304509349388412,8.028620534331028,27.50491224281008,-12.753822952127864,2507.0,90.6
DanielNorris,nan,2.26,6.04,1.11,2.14,-4.754527248392738,-136.24986146554406,-7.551225522414639,11.539654862173064,29.47517741893385,-11.982381650201301,2514.0,92.3
DanielNorris,interf_def,2.06,6.11,-0.67,2.78,-7.7975516261400974,-135.48866190129573,-5.670274245542936,6.628257736544295,27.29814690512374,-14.796245820231158,2473.0,92.2
DanielNorris,field_out,2.14,6.08,-0.08,1.73,-7.288887077626014,-134.8339919310944,-8.380463698506608,11.12034350285496,27.658732927185074,-12.937361955337353,2471.0,91.8
DanielNorris,nan,2.22,6.05,-0.28,1.23,-8.08812775452302,-134.3991477309284,-9.43942447363438,11.750163998570564,25.12461627919571,-13.502778579075196,2496.0,91.8
DanielNorris,nan,1.84,6.19,0.61,3.52,-3.5229591359031844,-134.1357847831662,-3.9542619816639553,3.234815165604267,30.484811857469715,-14.451752030188933,2381.0,90.9
DanielNorris,nan,2.02,6.03,0.85,3.73,-3.8868742176413567,-136.2159396649254,-3.585036710026433,6.0207589319589205,27.087765137919234,-12.544102559185133,2360.0,92.8
DanielNorris,nan,2.08,6.02,1.05,3.52,-4.061690765568383,-135.90996717663026,-3.606301305489169,9.141022563671235,26.28742301631194,-15.204586781907661,2370.0,92.5
DanielNorris,walk,2.24,5.98,1.05,4.29,-3.4515546406358144,-135.72358580887965,-1.3625901735757548,3.0485797445750484,27.83999919665002,-16.472929066773382,2349.0,92.4
DanielNorris,nan,2.21,5.95,1.93,3.76,-2.6924929952439074,-138.06205848628912,-2.8566330533226734,12.112081233081081,28.89794515367578,-15.739350065771866,2622.0,93.7
DanielNorris,nan,1.9,6.03,-0.52,2.69,-7.043932103255756,-136.7336309591931,-6.480639144130187,6.443666485395819,28.14264000432836,-10.591268279157733,2503.0,93.1
DanielNorris,home_run,2.1,5.97,0.19,2.5,-6.67264562350245,-138.2299890150593,-6.503603075015423,11.415769760228695,29.47066624042959,-13.203538719437024,2497.0,94.3
DanielNorris,nan,2.04,6.01,0.83,3.74,-4.4371590262739184,-136.95751624712966,-2.5451003601558804,8.697224904954151,27.945173304331327,-18.48745455155208,2515.0,93.0
DanielNorris,nan,2.25,5.96,0.96,1.96,-4.7838152723599565,-136.94264472599414,-7.524993453444273,9.704316212565764,28.57438238777856,-14.011287572339747,2492.0,92.8
DanielNorris,walk,2.25,5.95,1.09,2.95,-4.394236705416463,-137.54574086433252,-5.128364444525168,9.333669014921652,29.22360493212523,-13.877123818917351,2499.0,93.2
DanielNorris,nan,2.05,6.0,-1.25,2.1,-9.523258089396732,-136.64854013876607,-7.0689689911065114,8.437977801396016,29.93080573854105,-15.154109227768785,2451.0,92.7
DanielNorris,nan,2.24,5.94,0.7,1.33,-5.508910254694017,-137.1820105148065,-9.054593273013893,10.114405762660118,30.03019603440813,-14.082446056914609,2493.0,93.3
DanielNorris,nan,2.16,5.92,-0.3,1.96,-7.320300691132621,-136.15016753023406,-7.3404740770432015,7.682659250299762,28.448851948311855,-14.200474949584494,2567.0,92.4
DanielNorris,nan,2.15,6.01,-0.05,2.49,-6.761108445100534,-135.73224195249216,-6.377466937564503,8.241248977932331,29.130103450459035,-13.106248218350954,2506.0,91.9
DanielNorris,nan,1.96,5.98,0.53,2.76,-4.230044710190676,-136.60016060974596,-5.245192462820642,4.120029204693188,27.52169862902979,-16.222478270666432,2523.0,93.0
DanielNorris,field_out,2.01,6.04,-0.71,2.94,-7.732037561816258,-133.8884644577424,-5.126712205089832,6.887325658980359,30.382785730324308,-13.557795702406967,2505.0,90.8
