pitcher,outcome,xrelease,zrelease,xplate,zplate,vx0,vy0,vz0,ax,ay,az,spin,velocity
A.J.Minter,nan,1.82,5.47,-0.57,1.3,-7.1719093454838525,-138.1310901609618,-8.568747417762552,7.025097074262866,28.18121655704607,-11.534742383381419,2201.0,94.7
A.J.Minter,nan,2.03,5.43,0.33,3.42,-6.324492870466992,-137.64545590468165,-2.3118778872040906,12.277849266404376,28.12172171693152,-16.304181226901324,2126.0,94.6
A.J.Minter,nan,1.89,5.4,-0.37,2.25,-7.544702983903657,-136.68854682463677,-5.453295304703103,11.370420775622613,28.4001428945656,-14.210423186782696,2185.0,94.0
A.J.Minter,nan,2.06,5.53,-0.24,3.18,-7.218499215140149,-136.7184032896888,-3.4608910183885344,8.677353148240778,25.915397973906607,-14.254662519046118,2171.0,94.2
A.J.Minter,nan,1.94,5.56,-1.74,2.8,-11.1433985780869,-137.20345335749585,-4.4062197859233825,11.445693961347985,27.701541467917284,-15.025210890893336,2239.0,94.5
A.J.Minter,nan,1.76,5.71,-1.61,3.09,-9.932776716235018,-136.79353772564565,-4.401600010089875,9.245303278028477,31.70151516322685,-12.353726812406522,2296.0,93.5
A.J.Minter,nan,1.83,5.74,-0.85,2.88,-8.510413775103267,-137.64938463049106,-4.897353951306835,10.705217738013395,30.02252801161365,-13.410673170777946,2200.0,94.2
A.J.Minter,nan,1.89,5.73,-1.19,4.49,-9.209863910183014,-138.65897490277132,-1.1101445691398204,8.794195952424886,31.830560632472995,-12.125901470233377,2356.0,94.7
A.J.Minter,field_out,1.95,5.58,0.0,3.24,-6.955138652721026,-141.68889275458375,-3.739991666540528,11.435028675730619,29.16601566866524,-14.36267662959891,2476.0,98.2
A.J.Minter,nan,2.18,5.55,-1.86,3.31,-11.778989961484713,-140.41762726111844,-3.2942255338812783,9.049557634017704,34.843693931236245,-14.46420321140213,2346.0,95.8
A.J.Minter,double,2.25,5.54,0.49,2.67,-6.073525139110884,-140.7969250310422,-4.789610955500317,9.544447158190126,32.833625595479965,-15.42545819273312,2975.0,96.4
A.J.Minter,nan,2.38,5.55,0.39,5.33,-7.052707921820807,-140.77651247576784,2.11493965339831,11.894806423886328,31.86137304173957,-16.264764742965568,2352.0,96.6
A.J.Minter,nan,2.17,5.67,-0.59,2.59,-8.764503325505919,-140.28828236678766,-6.224956517976053,10.286602458253599,32.43835763402746,-9.933243135751033,2285.0,96.5
A.J.Minter,nan,2.25,5.61,-0.52,2.52,-8.47402332726175,-140.02979744804696,-6.068676252524678,8.535105931535465,33.58200870089684,-10.951308265795944,2327.0,96.0
A.J.Minter,nan,2.0,5.44,-0.1,2.27,-6.686693919090778,-140.2586661697415,-6.0209515487667415,7.834286880251829,29.689475352029554,-12.679171587994132,2455.0,96.7
A.J.Minter,nan,1.94,5.5,0.13,2.47,-5.9431434141509865,-139.58123550457108,-5.786502119824536,8.048129530337372,28.362492942798657,-11.726303943412054,2355.0,96.3
A.J.Minter,nan,1.99,5.52,0.04,2.2,-6.499851011790919,-140.09435933627918,-6.274747527275476,9.098915466227117,27.943822105721488,-13.63253758348548,2368.0,96.7
A.J.Minter,single,1.84,5.56,-0.31,2.04,-7.121955985417713,-140.22248940113323,-6.789358468736084,9.748997287286523,29.774238214966136,-13.505450812908421,2321.0,96.5
A.J.Minter,nan,1.84,5.51,0.33,0.98,-5.504956308119287,-140.6878819945599,-9.712373547330696,9.889613047625557,29.02315622526532,-11.926353038521249,2470.0,97.1
A.J.Minter,field_out,1.88,5.64,-0.67,2.86,-7.939103030754456,-139.83251388129216,-5.1166391948149474,8.652108348096785,29.224924455059682,-12.060921355912082,2400.0,96.2
A.J.Minter,nan,2.06,5.61,1.14,3.76,-3.896462683981748,-139.05075346103038,-2.490434954637045,9.521527873555348,27.971197170067892,-13.370997558283815,2393.0,95.7
A.J.Minter,nan,1.84,5.67,0.34,2.55,-5.568355047820333,-140.77044804897432,-6.494075147091423,10.37533792678725,31.759340711412182,-9.266080504493662,2407.0,96.8
A.J.Minter,strikeout,1.99,5.7,1.19,3.95,-3.670563845243177,-139.29374204962915,-2.5061132127689745,9.785644133068287,31.251676545009285,-11.648829778875418,2416.0,95.6
A.J.Minter,nan,2.03,5.7,-0.1,2.66,-7.093688508315848,-138.5961040126374,-5.627018530339407,10.161368960051533,30.05013204734942,-12.368082722271039,2315.0,95.2
A.J.Minter,field_out,1.91,5.49,-0.35,2.77,-7.096815182031999,-137.78519674848948,-4.53288998590079,8.614607654352843,30.476008489706373,-13.49335339219884,2278.0,94.4
A.J.Minter,nan,2.06,5.5,0.96,2.77,-4.7508376308777,-139.01125610872418,-4.605090315380809,11.871719754947705,31.870218806445173,-13.586268220953405,2313.0,95.2
A.J.Minter,nan,1.92,5.46,-0.52,1.55,-7.800916448499588,-137.39141154208332,-7.819596521660117,10.295861932355574,30.581036303318008,-11.40563450099075,2311.0,94.0
A.J.Minter,nan,1.77,5.6,-0.62,4.33,-7.788602433809268,-138.00174487182554,-0.9569157466510428,10.602119179067287,30.97004948763064,-13.206796023397903,2260.0,94.5
A.J.Minter,nan,1.99,5.66,-0.45,2.96,-7.769415564632014,-137.71139855437366,-4.595822319531217,10.124903531507712,31.933131682994233,-12.784712531674405,2286.0,93.9
A.J.Minter,strikeout,2.12,5.44,0.62,1.86,-6.0115753439061725,-138.13541556838442,-6.995261641505778,13.335707948443346,31.41524302823238,-11.926085844398164,2468.0,94.7
A.J.Minter,nan,1.93,5.54,-0.14,1.48,-6.890376555441209,-137.48222311007558,-8.381040786917888,10.109284380701713,30.560796994931746,-10.57322875519506,2531.0,94.4
A.J.Minter,strikeout,2.05,5.59,0.99,2.41,-4.966245591287066,-136.49498364878244,-5.429038779179788,13.74825038125088,31.815000960907373,-14.318786727007474,2340.0,93.3
A.J.Minter,strikeout,2.06,5.52,0.7,1.96,-5.767415808787968,-138.5660517232378,-7.132661542043607,13.994960721969164,29.923240873869204,-11.201595210577487,2449.0,95.1
A.J.Minter,nan,1.97,5.63,1.16,3.36,-3.991494799225732,-138.24488492184256,-3.8695852582695154,11.741481755116935,31.97848277817501,-10.743919232859383,2379.0,94.3
A.J.Minter,nan,1.98,5.67,0.9,3.08,-4.2838346541057035,-138.34763316910306,-4.297387209320911,9.394665223453467,32.40298523994575,-13.1738806079786,2267.0,94.5
A.J.Minter,nan,2.15,5.66,0.4,3.18,-5.812485363354512,-138.09320769915234,-4.290177610863896,8.528144731952779,31.853542932398227,-11.382218660996553,2308.0,94.1
A.J.Minter,nan,1.77,5.72,-1.73,0.4,-10.154290203562507,-139.1046650441021,-12.149021233319814,7.979406092726643,32.753922371669546,-7.735324043434637,2429.0,95.2
A.J.Minter,nan,1.8,5.68,0.1,2.01,-5.770084078656992,-138.352092060871,-7.164386612799508,8.884411097804895,32.45994342750659,-12.25286250645035,2278.0,94.6
A.J.Minter,nan,1.88,5.67,-1.11,2.28,-9.499604481128165,-138.24328632350964,-6.383633449534161,11.7440424652688,32.372955513979235,-12.66521232263664,2268.0,94.7
A.J.Minter,nan,1.92,5.68,0.55,1.37,-4.944190146536626,-137.5455187563034,-8.60024787796689,9.007863261547362,33.42894484380344,-12.460895726176787,2270.0,93.8
A.J.Minter,nan,1.96,5.67,1.75,2.51,-1.9421355980488741,-138.50422265892843,-6.293678417913593,8.52820661241912,31.24463077015559,-9.707145096257227,2377.0,94.4
A.J.Minter,nan,1.99,5.58,-0.5,3.21,-7.701898471443441,-139.2700431507584,-3.913923878174761,8.113666291116393,29.606469081929173,-12.668353395306275,2331.0,96.1
A.J.Minter,nan,2.0,5.54,-0.78,2.78,-8.31981167046037,-139.4743143350861,-4.727013101481737,7.420304173823656,30.54556794725163,-13.922641766581275,2288.0,96.1
A.J.Minter,walk,2.08,5.43,-1.92,0.37,-11.982178650370932,-140.23539627630845,-11.346651821863125,10.229712941623387,32.259312844954465,-9.855798064370482,2476.0,96.7
A.J.Minter,nan,1.9,5.55,-1.05,1.88,-9.17636460017116,-139.0097649320715,-7.38006082739941,9.834886633748155,31.422452148400456,-11.695100940919154,2350.0,95.9
A.J.Minter,nan,2.0,5.56,-1.13,1.59,-9.495767614688676,-138.15377451097766,-7.685325617891929,9.390529342566175,29.685651656033844,-13.868473374158919,2266.0,95.2
A.J.Minter,walk,1.83,5.49,-1.38,2.5,-9.477758127311594,-140.46169872253105,-5.736202507570666,7.37107240787714,30.03341999830172,-11.902999955999302,2444.0,97.0
A.J.Minter,nan,1.81,5.55,-1.01,0.97,-8.590496485350064,-140.5412685630951,-9.612977029109077,8.061075609900183,28.18768319047934,-13.196132765399456,2375.0,97.1
A.J.Minter,nan,1.95,5.6,-0.83,1.57,-8.659221724215719,-140.09205019708247,-8.450131143641626,9.219858537416137,29.97590912311736,-11.488744263522715,2434.0,96.7
A.J.Minter,nan,2.06,5.57,-0.53,2.5,-8.326260717660322,-139.9150867353332,-5.862503968279777,10.318753129286042,30.67816356577745,-11.972622991389795,2497.0,96.3
A.J.Minter,nan,1.98,5.56,-1.58,1.1,-11.065728588842445,-139.39435071487358,-8.732748879223866,11.906098179640875,27.52376694043349,-15.994548332751947,2449.0,96.4
A.J.Minter,grounded_into_double_play,2.24,5.44,0.12,1.92,-7.724149162539322,-139.0226090892059,-7.0682828157753494,14.269526054509013,33.014751892800426,-10.85751373958658,2411.0,95.0
A.J.Minter,nan,1.7,5.3,-0.33,2.39,-6.800477474442233,-139.47645434188124,-5.213283855679193,9.7920321216686,32.386748587176115,-13.1515292824129,2450.0,95.7
A.J.Minter,nan,1.88,5.26,-0.68,1.94,-8.316987621551213,-139.38638791968924,-6.293567556643517,10.763125493710152,31.422023876012755,-12.93569540539975,2278.0,96.0
A.J.Minter,nan,1.87,5.28,-1.32,2.06,-9.828945358992817,-139.8811388345915,-6.276546910517722,10.188382432129794,31.40693517763679,-11.648109559052315,2357.0,96.2
A.J.Minter,nan,1.6,5.49,-0.43,2.29,-6.947343486140357,-140.22055621915078,-6.269623923911376,10.815297766696014,32.69519571288184,-11.499075213065145,2291.0,96.0
A.J.Minter,nan,1.64,5.44,-0.78,2.23,-7.559700145989655,-139.62052551874385,-6.145198620466063,8.631645004160715,31.10432332663849,-12.132533275008516,2198.0,95.8
A.J.Minter,field_out,2.02,5.41,0.31,2.0,-6.5736918243213625,-139.35445901449094,-5.900885379150448,13.283737122912465,31.20927419878285,-16.69702523068515,2161.0,95.8
A.J.Minter,nan,2.15,5.24,0.6,1.92,-6.394506484614539,-139.7729271905422,-6.229805776013039,14.807612868880305,31.142204744130787,-13.303842828146207,2301.0,95.9
A.J.Minter,nan,1.96,5.45,-1.7,2.39,-11.272070542649672,-140.0038056917825,-5.93284610985844,11.568330966199492,29.47112627282194,-11.533305267638571,2125.0,96.4
A.J.Minter,nan,2.51,5.28,0.76,2.6,-6.6385384574111415,-137.89131382484968,-3.97698245857206,13.51133053814609,31.53067153739903,-16.239813682109226,2279.0,94.4
A.J.Minter,field_out,2.34,5.28,-0.79,2.29,-9.968348825680662,-138.7891545183868,-5.018209732895774,12.04070051919769,29.047756599065817,-15.412719711878967,2270.0,95.8
A.J.Minter,nan,2.33,5.25,0.08,1.78,-7.5656251539366295,-138.01277267082122,-6.767255030394938,11.122674461381907,27.54998007891295,-12.033168669363056,2330.0,95.5
A.J.Minter,nan,2.23,5.23,0.59,2.0,-6.077679334103251,-139.6278236028502,-6.026342299881918,11.279778868410947,28.67797756653127,-13.59527624192248,2330.0,96.4
A.J.Minter,nan,2.08,5.28,0.16,2.4,-6.380215519966135,-138.9119758902726,-5.044898801306356,9.042483684973774,28.875122644579807,-13.733388842366908,2173.0,95.9
A.J.Minter,nan,2.04,5.44,-1.33,3.09,-9.763154985548136,-139.1098481391879,-3.5566610321314007,6.98047767681707,28.81776728037629,-14.554423108677573,2306.0,96.0
A.J.Minter,nan,2.2,5.31,0.71,2.82,-5.223391657674232,-139.83269884410038,-4.178627328697797,8.446375884850319,31.465197749236363,-13.121844204484963,2300.0,96.1
A.J.Minter,nan,2.26,5.26,0.38,2.88,-6.157376593637025,-138.90112181473594,-3.620766751107036,8.209579550929961,30.920368594604465,-14.377696177564989,2308.0,95.6
A.J.Minter,field_out,2.22,5.35,-0.3,2.11,-8.22433477972762,-139.32026931029316,-6.0760825468111435,10.870177241913565,29.7752274892038,-13.129974599111,2381.0,96.1
A.J.Minter,nan,2.32,5.45,0.31,3.08,-7.156514823388715,-138.4632510812563,-3.4853085008135563,12.414568478299588,29.5544475081218,-15.033881670109501,2307.0,95.3
A.J.Minter,nan,1.99,5.53,-1.12,4.85,-9.888103704763543,-139.22841557403908,0.7693385542754182,11.848549325707493,28.611857862288108,-15.02520475869708,2451.0,96.0
A.J.Minter,nan,2.11,5.35,-0.98,2.94,-9.969124828985876,-138.72973894724194,-3.519036764497935,12.542456766825724,27.48741483389586,-15.564151236076741,2283.0,96.0
A.J.Minter,nan,2.11,5.37,-1.65,1.12,-11.164917740704606,-135.76293228313472,-7.904877816464769,10.511677839640674,25.374497145475353,-15.811770761978678,2221.0,93.9
A.J.Minter,nan,2.06,5.51,0.44,3.97,-5.715482971201638,-137.52927804017062,-0.8159264165535072,9.731718017542141,26.525711538919285,-18.26726657663589,2203.0,95.0
A.J.Minter,nan,1.94,5.39,-0.21,2.45,-7.475066480417548,-140.10389228547035,-5.105401637058471,11.705728653651366,30.212957198653736,-14.671506451757846,2465.0,96.6
A.J.Minter,nan,1.8,5.48,-0.26,2.04,-7.22804294244603,-140.66017274238524,-6.90639948899109,11.704797866124355,28.627652633683876,-11.960554523320756,2528.0,97.2
A.J.Minter,nan,1.79,5.54,-1.14,2.17,-9.134692047835063,-140.1785827210449,-6.6767818675126325,9.83336566230949,29.12300188765717,-11.827025878059215,2335.0,96.7
A.J.Minter,nan,1.82,5.53,-1.27,3.02,-9.551767143339656,-140.56596737413986,-4.441667642376802,9.63927011606676,28.944304662555734,-12.425546607981177,2402.0,97.3
A.J.Minter,strikeout,1.95,5.47,0.52,3.23,-5.560672385600864,-140.74042389527798,-3.4729082368218767,11.532755245332162,28.626445844993,-13.991298528305698,2303.0,97.0
A.J.Minter,nan,1.9,5.49,-0.83,2.63,-9.165500208625117,-141.5555025399591,-5.4568526459072055,12.699596654981734,29.451647276819678,-11.949053350541654,2436.0,97.7
A.J.Minter,nan,2.07,5.39,-0.12,2.43,-7.915219325025609,-141.2262564562415,-5.64598150563876,13.798344776314252,30.25967425823361,-12.073498535073865,2367.0,97.3
A.J.Minter,nan,2.32,5.25,-0.72,2.11,-9.98567012200308,-139.29290170798802,-5.628122360326103,13.479194894970508,28.900928834232346,-14.354971329565872,2253.0,96.0
A.J.Minter,nan,2.31,5.42,-1.02,2.22,-10.402869772059033,-139.29987415310012,-5.872170622415163,11.590036177650745,28.40557063023816,-13.672586236402536,2295.0,96.0
A.J.Minter,nan,1.99,5.52,-0.03,2.84,-6.662403957525148,-139.90381867170592,-4.9194200068660585,9.114794127162256,32.09335117180313,-11.580526987892938,2384.0,96.0
A.J.Minter,nan,1.99,5.5,-0.05,2.73,-6.994431905445768,-139.16703122777176,-4.6597370078578475,10.707639894911313,29.14001514772395,-14.392676308750053,2288.0,96.0
A.J.Minter,nan,1.87,5.57,-1.06,3.63,-9.202108918206552,-139.9840147906826,-2.577632429062919,10.342305462206768,30.53383810100653,-14.250086236806908,2314.0,96.3
A.J.Minter,nan,2.04,5.54,-1.0,2.2,-9.555260135349972,-138.70295780941893,-6.218842365192015,10.869794280817926,27.28398863090964,-13.606831029134517,2231.0,95.8
A.J.Minter,nan,1.91,5.47,0.2,4.39,-5.7458369211085305,-135.6166112916503,-0.43480601572057054,8.759851060264692,33.058843841160396,-12.9629602199421,2337.0,93.2
A.J.Minter,nan,2.05,5.48,0.59,3.7,-4.939184453312925,-135.45140043529588,-2.4843313458459564,7.698299664690769,31.74043862856493,-11.05674423785964,2200.0,93.2
A.J.Minter,field_out,1.77,5.45,-0.22,3.39,-6.865428006999253,-136.2209235536111,-3.2829404180485784,11.1128223518242,30.279137701907416,-10.803344220050972,2341.0,93.8
A.J.Minter,nan,2.13,5.32,0.15,2.02,-6.789353766352228,-136.32970190575926,-6.0516743372043225,10.817661497634733,32.488073136776855,-12.677182614697545,2345.0,93.9
A.J.Minter,nan,1.91,5.47,-1.29,1.37,-10.059882197774316,-137.61709485017144,-8.437883533796192,11.927432575260458,29.988742165329853,-11.158457761678076,2353.0,94.9
A.J.Minter,nan,2.17,5.25,0.2,2.21,-6.76787951811981,-135.56723275220267,-5.101603847646278,11.064858312058345,31.475125809797802,-13.920666777707556,2220.0,93.3
A.J.Minter,nan,2.22,5.46,0.99,4.38,-4.749767321760496,-136.90789570860102,-0.2686792579692002,9.847641829076693,33.611329943472484,-14.20287499564668,2343.0,93.8
A.J.Minter,nan,1.9,5.57,-0.48,3.55,-7.353381950110612,-135.29570064980499,-2.9794315822694064,8.423969618734809,30.89496416969169,-11.66086324210626,2290.0,93.3
A.J.Minter,nan,2.03,5.26,0.34,3.31,-5.967908712184943,-139.57921327007102,-2.3526778470471155,10.063626784039778,28.143478665015213,-15.875518603153505,2282.0,96.2
A.J.Minter,nan,1.68,5.46,0.21,3.83,-5.871392914308232,-139.8160232787155,-1.4251501636824782,12.81891657300853,28.83175560014552,-16.618708134131268,2318.0,96.3
A.J.Minter,strikeout,1.63,5.32,-0.41,3.24,-7.304805426392767,-140.86070684289228,-3.47954705607806,12.609590860495071,31.31597557908521,-11.234898458201766,2439.0,96.6
A.J.Minter,nan,1.92,5.28,-0.01,3.47,-6.537725374849748,-139.86030789380862,-2.1514312514357132,9.595203773307915,28.97373378058073,-14.947259893868171,2320.0,96.5
A.J.Minter,nan,1.86,5.37,-0.29,3.44,-7.530252632897482,-139.71390697568847,-2.276485793952036,12.243293720041676,26.302213735981802,-16.21111098301378,2323.0,96.6
A.J.Minter,force_out,1.99,5.29,-0.01,1.75,-6.930492643833518,-139.3586817059601,-6.412993268003928,11.213291113713419,28.41462553881332,-15.70474896063311,2302.0,95.9
A.J.Minter,nan,2.06,5.24,-0.57,2.37,-8.626156556216321,-139.74430586005948,-4.6463196462985525,11.763494537068649,29.484723884604197,-16.227623481557632,2291.0,95.9
A.J.Minter,nan,1.73,5.53,-0.98,3.38,-8.788905444093379,-140.00940914896913,-2.9992842241438304,11.110609529977683,32.31916097350801,-14.872415240178853,2326.0,96.3
A.J.Minter,single,2.17,5.21,-0.42,1.8,-8.347825242537223,-138.07325702918018,-5.875414075813197,10.763086732440524,28.19809506597821,-16.326881125908482,2338.0,95.2
A.J.Minter,nan,1.98,5.35,-1.62,1.27,-10.852747934894106,-138.56645390276503,-8.205050179422546,10.470793212059345,28.57063187033833,-12.710077183207295,2350.0,95.3
